# {"t_start": 1592863188.7423239, "env_id": "MountainCarContinuous-v0"} 
r,l,t
87.798566,79,1.545073
88.647833,76,1.661955
88.620714,78,1.78315
89.232062,76,1.901712
90.465491,77,2.021724
88.29658,82,2.149868
89.139845,79,2.438844
87.641381,80,2.567182
90.050451,80,2.694073
87.598532,78,2.817902
86.176404,85,2.952533
88.990405,79,3.075656
88.842249,76,3.358116
86.681053,77,3.481284
88.404991,77,3.602445
89.835197,78,3.726683
89.566906,92,3.873924
88.805541,79,4.000045
88.486163,85,4.134471
88.85735,78,4.418042
88.254273,75,4.535249
87.745968,79,4.655962
89.486687,79,4.78037
85.318657,95,4.928702
89.419412,82,5.056208
88.059981,77,5.337088
88.816393,78,5.460283
89.323965,79,5.58412
87.83918,77,5.706916
87.41041,79,5.832963
89.469359,81,5.960831
89.055468,76,6.081705
88.336082,80,6.369705
86.673658,140,6.585194
87.816298,76,6.703286
86.408107,84,6.834566
87.087094,79,6.957992
89.71211,76,7.238207
87.103027,79,7.362741
88.438008,77,7.483382
88.349197,84,7.614082
87.715571,79,7.737867
87.632807,77,7.860183
87.641431,77,7.981827
88.087692,80,8.271556
83.927549,108,8.44173
88.310543,76,8.563616
87.202258,92,8.705622
88.794999,77,8.828081
88.173574,77,8.945413
88.183386,76,9.230041
87.795103,90,9.373494
87.205549,79,9.499615
87.193389,76,9.620259
89.265084,78,9.745316
85.484018,85,9.881136
88.695459,77,10.164553
87.529334,81,10.292421
88.624511,78,10.416468
88.852292,77,10.53617
87.917382,79,10.662643
89.092895,79,10.78922
89.320932,77,10.912165
87.702162,81,11.205243
87.79988,76,11.329735
89.121999,79,11.456401
90.543601,77,11.579439
79.671919,165,11.845278
88.957393,81,12.139151
89.17211,73,12.256507
88.141362,80,12.386757
89.254298,83,12.521099
89.975315,75,12.640686
89.702191,75,12.758093
89.655203,77,12.880423
88.256353,79,13.169652
83.087498,144,13.398293
87.94491,77,13.520766
88.753477,78,13.645066
87.909225,88,13.78445
88.36488,81,14.074587
87.868476,76,14.198177
89.592395,75,14.316871
89.075397,80,14.443964
88.2852,77,14.56528
89.77111,78,14.69041
89.087284,77,14.81507
89.733039,77,15.101725
81.974652,147,15.336256
88.172632,88,15.47602
87.915757,79,15.598857
88.44353,100,15.755656
87.808471,78,16.04027
86.433871,78,16.162425
88.61117,79,16.286032
88.102302,77,16.408345
88.255462,77,16.531715
88.235606,81,16.661269
87.625429,77,16.782509
87.923653,77,17.066748
88.726734,77,17.188904
88.874907,82,17.315583
88.947071,78,17.436717
89.394378,80,17.561694
89.266974,77,17.677622
87.4262,82,17.968894
87.782614,76,18.089189
88.014116,77,18.211388
87.46458,88,18.351537
87.910134,80,18.479648
87.95841,76,18.603752
88.579005,99,18.922585
89.174312,77,19.044609
88.187098,75,19.163443
87.490774,78,19.286283
88.105091,85,19.420557
88.04902,80,19.547546
90.301538,75,19.665682
88.56819,97,19.982803
89.817021,76,20.104609
87.954566,78,20.229111
87.681617,77,20.352478
89.384567,74,20.470723
86.664063,78,20.593197
88.335071,78,20.877176
86.229455,78,21.003933
87.008466,84,21.139629
87.776542,88,21.278365
89.719756,89,21.419642
88.745331,76,21.538632
88.457057,77,21.659628
88.954762,79,21.944327
89.879881,75,22.064461
87.885379,74,22.179255
88.608875,76,22.299586
88.1922,76,22.415142
88.552861,78,22.545127
89.57443,75,22.824828
89.170654,77,22.948007
91.376683,77,23.068419
88.584391,79,23.192449
90.482667,74,23.308987
88.867475,75,23.42855
87.603217,77,23.550116
89.625229,77,23.832651
89.907396,76,23.951627
89.131089,77,24.076871
88.692625,79,24.205259
87.745828,79,24.330507
89.490304,78,24.455155
89.851578,79,24.579288
88.774323,79,24.867386
88.309998,76,24.984723
90.017578,87,25.120586
89.300011,77,25.24121
89.230882,91,25.383095
89.535432,83,25.514435
90.065068,78,25.799489
89.437587,75,25.918825
81.445089,152,26.160292
88.212396,79,26.284493
88.358686,77,26.407007
88.970103,82,26.538267
89.131393,88,26.837273
87.841583,78,26.9583
88.862482,83,27.088386
89.97653,76,27.207166
91.027336,76,27.326991
88.856204,73,27.442976
82.479448,161,27.861737
90.094628,75,27.980177
88.016573,76,28.100528
90.721265,76,28.21967
89.402633,77,28.339546
88.687704,81,28.467988
88.766648,76,28.752143
88.57073,75,28.871596
88.736492,78,28.995593
87.35813,81,29.123528
90.029032,81,29.251915
88.461552,81,29.379314
88.646776,77,29.662628
88.124077,77,29.786633
89.929329,80,29.914989
88.411839,76,30.035844
87.938132,79,30.159652
88.945109,76,30.280905
89.029523,77,30.402242
79.098364,165,30.827401
79.113683,170,31.100019
88.327287,76,31.22222
88.958285,77,31.346041
89.094566,87,31.647656
88.804518,78,31.77243
87.913128,77,31.8957
87.459061,78,32.022911
88.007795,75,32.143543
88.689446,88,32.282087
88.245504,75,32.563427
88.392694,77,32.687262
89.886217,76,32.807313
89.981219,78,32.930861
89.830513,77,33.052988
88.384843,76,33.172485
90.535747,74,33.286335
86.491893,79,33.570912
89.218315,75,33.687491
88.359103,75,33.803252
88.567307,75,33.920925
88.621333,78,34.043975
89.230499,76,34.166219
