# {"t_start": 1592775822.633333, "env_id": "MountainCarContinuous-v0"} 
r,l,t
-134.513006,999,3.183167
-114.046605,999,5.088153
-106.357722,999,6.995247
-105.04387,999,8.886225
-92.120165,999,10.78394
-91.613376,999,12.70521
56.494801,432,13.557617
10.637181,957,15.414976
39.290919,605,16.54118
50.217357,481,17.465835
30.760388,736,18.802708
63.29716,402,19.592266
33.918216,667,20.985958
70.899346,336,21.511571
56.45004,455,22.395706
73.863764,243,22.950304
70.280102,369,23.534001
58.404899,388,24.322287
59.757849,434,25.187459
64.154196,384,25.963469
60.939725,394,26.582529
70.16983,282,27.19399
77.090839,229,27.555481
72.0462,272,28.157959
69.49166,307,28.802807
64.762267,350,29.360622
60.140646,363,30.105887
64.456311,394,30.908543
67.812372,291,31.359509
69.524069,327,32.048528
67.491079,336,32.745325
71.94015,286,33.193686
73.945896,274,33.791423
68.691995,330,34.306678
52.415807,519,35.300532
79.809576,223,35.819608
70.783158,292,36.277053
50.110505,492,37.214576
54.066533,485,38.138108
78.878014,240,38.690289
64.537494,341,39.225495
69.236747,300,39.864168
65.515877,317,40.538018
72.166318,303,41.019481
74.279105,269,41.611969
73.524351,303,42.090946
53.662145,493,43.038038
70.685565,336,43.741561
69.972112,344,44.448655
85.903107,152,44.685421
53.9933,508,45.650152
63.99677,350,46.371294
72.005601,267,46.790846
72.224211,285,47.406189
74.279273,300,47.880977
65.546569,382,48.657295
75.626544,247,49.052912
77.893719,204,49.542647
67.279107,312,50.038809
70.925794,264,50.630516
61.420962,364,51.373533
74.655287,269,51.801433
78.987943,220,52.316647
69.938338,281,52.757989
78.397673,209,53.247736
79.16522,194,53.55249
64.489367,379,54.322349
61.70731,363,54.897393
74.852252,285,55.507824
75.531477,242,55.884374
76.606404,292,56.515049
65.86656,359,57.247696
79.429872,193,57.55408
67.124433,318,58.22542
66.544889,320,58.732519
75.340138,272,59.329207
73.778941,227,59.68348
67.521519,282,60.305042
70.558292,328,60.983924
68.578091,345,61.530619
76.093404,270,62.121306
67.909728,364,62.693238
60.863341,407,63.509124
82.509451,187,63.975496
71.6323,307,64.458159
67.266043,380,65.224896
65.258824,340,65.918097
35.122851,676,67.157089
67.990177,303,67.795875
77.099489,219,68.142793
68.549289,312,68.807833
77.443513,230,69.168449
82.881176,160,69.422142
68.19405,314,70.091245
68.800369,290,70.550731
73.483447,317,71.213357
81.122371,189,71.5099
66.450754,397,72.308553
75.196941,265,72.893751
80.76778,184,73.185936
73.332236,255,73.755093
74.855594,227,74.110983
81.455233,217,74.450306
75.678483,239,74.993417
79.961626,244,75.376217
73.185561,235,75.905154
