# {"t_start": 1592775822.6090286, "env_id": "MountainCarContinuous-v0"} 
r,l,t
-120.950884,999,3.207232
-104.908149,999,5.112319
-109.643192,999,7.01936
-97.74503,999,8.910346
-98.186948,999,10.808088
-87.170251,999,12.729262
61.030286,428,13.57552
30.116475,738,14.915627
54.677645,437,15.781335
57.352086,486,16.714525
21.96957,851,18.395938
71.006495,299,19.038729
39.062118,650,20.214876
40.172843,669,21.444728
69.302249,333,22.138227
62.046399,421,22.971075
37.489707,674,24.210242
52.248165,470,25.134039
74.373175,245,25.518425
75.659778,232,26.057015
76.028731,249,26.446187
74.067398,270,27.036927
82.601139,179,27.322231
76.685452,246,27.878717
49.984481,438,28.568459
76.268911,235,29.107902
74.023136,278,29.552605
74.605779,240,30.101449
68.287917,322,30.789361
54.883639,469,31.52362
70.349292,252,32.092336
76.630549,232,32.45944
79.693101,208,32.952713
50.564113,490,33.889483
66.855808,331,34.407971
59.695942,402,35.216343
58.786381,410,36.029223
73.755482,284,36.640538
69.73922,306,37.120056
68.639572,347,37.825453
64.395521,360,38.565578
66.947578,332,39.08842
76.542207,261,39.662936
69.048637,332,40.186381
72.583859,268,40.786281
74.193375,274,41.22152
80.033422,198,41.700989
75.716004,240,42.078721
68.973967,342,42.793241
74.609945,244,43.175061
69.770574,301,43.822816
64.984654,366,44.565011
66.979089,328,45.078717
76.57413,230,45.60576
68.94294,287,46.055655
73.372962,285,46.674334
74.823857,275,47.106749
68.360955,317,47.776913
59.779675,396,48.574102
74.419237,242,48.959362
77.780883,243,49.513456
77.383486,235,49.884343
61.666124,353,50.618806
72.932582,266,51.040287
74.445499,228,51.569462
71.288579,300,52.044711
61.446014,359,52.777653
80.018679,181,53.221349
57.624057,394,53.845262
69.3249,285,54.466458
73.050862,281,54.91053
72.526288,230,55.437428
66.761991,285,55.880021
76.558822,197,56.356026
76.895169,218,56.703247
66.462928,281,57.313803
75.134912,253,57.715701
78.71864,211,58.216413
54.518332,481,59.146331
78.206399,230,59.507212
73.042847,308,60.166568
69.802161,314,60.660299
70.121465,294,61.288506
62.200524,396,62.077898
59.492091,402,62.711044
74.732911,266,63.303159
71.626956,269,63.728778
74.022602,289,64.358037
45.237316,567,65.409519
75.916985,248,65.963769
72.019999,287,66.414293
70.985848,305,67.071065
71.349758,310,67.556641
60.826267,394,68.34719
82.359392,161,68.60366
50.432822,572,69.850608
67.34724,290,70.304636
74.452631,247,70.860576
71.3214,258,71.265597
69.679322,301,71.905888
65.361516,373,72.49842
72.277429,292,73.126906
75.29668,269,73.718983
78.0628,197,74.029751
61.120685,366,74.766599
