# {"t_start": 1592783013.1701798, "env_id": "Pendulum-v0"} 
r,l,t
-1162.732331,200,2.042038
-976.610563,200,2.517801
-771.785617,200,3.157599
-1021.620848,200,3.558763
-1010.479629,200,3.905758
-899.58443,200,4.444522
-997.10281,200,4.803801
-1669.521235,200,5.360043
-1373.165108,200,5.773977
-1250.395614,200,6.148695
-1182.164826,200,6.805057
-1048.138883,200,7.172656
-1509.139152,200,7.714416
-1387.260719,200,8.133792
-1090.765047,200,8.538166
-909.924409,200,9.095483
-1223.788773,200,9.449278
-912.83839,200,10.015098
-1173.719667,200,10.411233
-899.025444,200,10.809591
-1251.601831,200,11.407942
-1100.080066,200,11.807904
-1437.327374,200,12.174598
-1440.891947,200,12.759506
-1390.043649,200,13.117597
-1014.094679,200,13.711048
-1165.418006,200,14.060246
-1404.366919,200,14.441186
-1624.349418,200,15.023999
-1073.957633,200,15.443272
-1003.613792,200,16.11117
-1046.676049,200,16.460521
-1037.869343,200,16.830449
-1035.321457,200,17.392052
-1702.041748,200,17.773751
-1055.786346,200,18.34506
-1228.033269,200,18.742254
-1226.661756,200,19.135566
-1377.962504,200,19.731923
-1175.810583,200,20.088344
-1511.806783,200,20.680656
-1148.51585,200,21.0753
-1122.962891,200,21.456119
-1069.88825,200,22.065425
-1588.11756,200,22.437526
-1110.006279,200,22.841678
-1528.979497,200,23.430015
-890.353874,200,23.799374
-1049.647602,200,24.388416
-1056.779274,200,24.773211
-978.611754,200,25.177025
-1079.580347,200,25.755569
-1059.787414,200,26.175015
-1107.536906,200,26.809122
-1181.526244,200,27.237683
-1135.765564,200,27.656698
-1122.853529,200,28.243534
-1009.936824,200,28.704954
-1773.384082,200,29.271264
-1094.363438,200,29.719406
-1054.731698,200,30.179729
-1184.758006,200,30.728351
-1136.30747,200,31.102355
-1044.233959,200,31.535204
-1507.781945,200,32.225883
-893.43352,200,32.621196
-979.048081,200,33.154516
-1620.281736,200,33.5012
-1349.360902,200,33.847591
-895.560214,200,34.388791
-1184.432624,200,34.738482
-862.325289,200,35.265517
-1052.850442,200,35.61937
-1038.763545,200,35.965266
-1073.223211,200,36.499779
-1667.73794,200,36.841657
-1103.743373,200,37.380239
-1355.043307,200,37.739685
-1545.294445,200,38.082207
-1171.8928,200,38.620441
-1178.790389,200,39.004246
-1114.121033,200,39.579489
-1676.192812,200,39.9486
-1576.093056,200,40.344825
-1410.121876,200,40.895174
-1142.631173,200,41.256282
-1117.2732,200,41.606931
-1163.610962,200,42.221598
-1202.067973,200,42.599322
-1152.349662,200,43.175395
-1165.378398,200,43.531425
-1050.134863,200,43.892587
-1071.828845,200,44.44527
-1474.941967,200,44.802501
-1021.365747,200,45.352934
-1603.647089,200,45.725406
-1393.58291,200,46.084636
-1092.77124,200,46.643598
-1110.190894,200,46.999951
-1193.981528,200,47.605116
-1016.335031,200,47.975149
-1015.751907,200,48.399657
-945.098646,200,49.00574
-907.332249,200,49.431852
-1050.784238,200,50.014584
-1209.276563,200,50.376026
-1214.631734,200,50.735083
-1222.209158,200,51.303903
-934.300171,200,51.717723
-1116.189692,200,52.130987
-1052.62984,200,52.682285
-1328.40735,200,53.048262
-861.283976,200,53.575041
-1070.98195,200,53.948701
-1128.677651,200,54.318132
-1038.578687,200,54.935821
-931.119879,200,55.372409
-1104.970402,200,55.933075
-1042.222249,200,56.280583
-909.793316,200,56.778597
-1031.12534,200,57.431248
-1216.488262,200,57.782156
-1153.908468,200,58.389178
-1060.39806,200,58.842854
-1133.197346,200,59.273602
-1137.660241,200,59.792415
-899.883258,200,60.136526
-1154.420816,200,60.477859
-1178.442754,200,61.002039
-1021.329067,200,61.339668
-1048.332996,200,61.853098
-1068.165949,200,62.22743
-1177.27137,200,62.611336
-1052.090977,200,63.201336
-1021.748525,200,63.54878
-1136.67973,200,64.066921
-1164.467677,200,64.412952
-1070.604547,200,64.747552
-1125.114799,200,65.347661
-1109.079,200,65.684418
-1180.823827,200,66.194845
-1102.56662,200,66.539746
-1173.030345,200,66.88584
-1210.570531,200,67.400132
-1520.889889,200,67.74657
-1202.364394,200,68.267451
-1098.179417,200,68.703094
-1190.438796,200,69.144327
-1161.555631,200,69.753085
-1220.424097,200,70.161661
-1185.271751,200,70.509268
-1046.555939,200,71.032281
-1601.676934,200,71.374876
-1035.485392,200,71.908974
-1627.490534,200,72.253856
-1121.79963,200,72.599483
-1205.004383,200,73.179071
-1746.683374,200,73.528569
-1106.131309,200,74.059842
-1193.392795,200,74.405849
-1485.23482,200,74.823616
-1393.745926,200,75.462716
-1198.19168,200,75.80287
-1178.848649,200,76.398848
-1399.521423,200,76.738806
-1201.041358,200,77.079871
-1167.014509,200,77.626817
-1019.134664,200,78.020658
-1043.124557,200,78.551562
-1188.665051,200,78.898456
-1189.395539,200,79.239181
-1168.836197,200,79.758015
-1010.711393,200,80.10305
-1196.517568,200,80.444182
-1126.892113,200,81.012663
-1152.588496,200,81.385245
-1552.727562,200,81.898551
-1148.098291,200,82.246595
-1121.528139,200,82.586259
-1183.211387,200,83.112411
-1179.705531,200,83.540678
-1746.242622,200,84.053881
-1185.875932,200,84.399529
-1142.695429,200,84.738004
-1190.422894,200,85.251851
-1080.824525,200,85.592112
-1152.925793,200,86.102103
-1330.348964,200,86.43854
-1264.768902,200,86.778384
-1294.254452,200,87.289696
-1216.386444,200,87.626247
-1189.850521,200,87.968089
-1512.102393,200,88.485274
-1318.467083,200,88.820637
-1669.17669,200,89.337613
-1079.902748,200,89.681984
-1116.568954,200,90.019431
-1126.346694,200,90.532429
-1271.925967,200,90.871143
-1176.768385,200,91.387777
-1184.894624,200,91.735036
-1135.677,200,92.081848
-1183.693132,200,92.603347
-1348.399352,200,93.033633
-1140.977483,200,93.62384
-1210.562255,200,94.027157
-1039.129228,200,94.403292
-1237.064421,200,94.953342
-1448.917121,200,95.35245
-1177.926306,200,95.918914
-1106.101843,200,96.274371
-1175.527688,200,96.672351
-1168.88067,200,97.242877
-1144.503236,200,97.6299
-1145.931831,200,98.024335
-1050.864068,200,98.566631
-1176.907234,200,98.919783
-1195.250926,200,99.456882
-1189.848216,200,99.853967
-1800.708198,200,100.230672
-1220.707116,200,100.775965
-1052.38911,200,101.168642
-1159.573011,200,101.740207
-1519.958996,200,102.102429
-1073.756368,200,102.464534
-1136.138346,200,103.031893
-990.687218,200,103.409004
-1036.081688,200,103.989532
-1028.486405,200,104.388279
-881.646092,200,104.752919
-1027.388719,200,105.308446
-1033.160558,200,105.674555
-1407.392026,200,106.215966
-1144.828948,200,106.568839
-1127.268348,200,106.923642
-1117.497484,200,107.472391
-967.377946,200,107.854534
-1106.215982,200,108.24032
-1218.701238,200,108.800318
-1180.653736,200,109.163699
-1204.801584,200,109.770617
-1048.593435,200,110.137308
-1487.143415,200,110.531924
-1030.648457,200,111.106677
-1430.585381,200,111.472739
-1141.771172,200,112.054814
-1383.019787,200,112.439792
-1039.118044,200,112.834406
-1052.504203,200,113.389674
-1031.113381,200,113.780344
-1219.387293,200,114.350858
-867.235089,200,114.72308
-1056.877098,200,115.114182
-1419.362492,200,115.688685
-1128.646615,200,116.06915
-1150.327629,200,116.452853
-906.295872,200,117.020503
-1124.271766,200,117.405065
-1573.227405,200,117.970922
-1134.406076,200,118.344846
-1018.777986,200,118.701239
-1007.906328,200,119.240766
-928.134118,200,119.60257
-1041.155744,200,120.215016
-1122.094103,200,120.665936
-1181.23843,200,121.090593
-1033.517673,200,121.628501
-1225.116103,200,122.044806
-1040.734438,200,122.593155
-1139.291828,200,122.969939
-1139.558474,200,123.336406
-985.191175,200,123.875957
-1067.685149,200,124.232163
-1072.967265,200,124.760971
-1084.412573,200,125.10406
-1410.914856,200,125.460793
-945.833214,200,125.99532
-1120.497241,200,126.35404
-970.944635,200,126.716528
-1181.131372,200,127.316214
-1181.191033,200,127.758188
-1032.577954,200,128.34516
-1031.52208,200,128.706699
-1031.272988,200,129.071166
-1018.476247,200,129.619036
-1027.953852,200,129.976202
-1027.874949,200,130.590895
-1340.234287,200,131.014422
-1213.697626,200,131.385669
-983.808281,200,131.952826
-981.34341,200,132.327897
-911.788919,200,132.991217
-1130.245278,200,133.355436
-1072.446722,200,133.745412
-996.845812,200,134.315324
-1027.161912,200,134.677082
-988.758945,200,135.270934
-945.096946,200,135.681379
-1067.819202,200,136.042633
-921.757465,200,136.623998
-917.356367,200,136.980062
-943.874533,200,137.361186
-998.099164,200,137.90277
-940.756932,200,138.25374
-1214.063184,200,138.797407
-1028.670353,200,139.166308
-1025.954735,200,139.552649
-889.748562,200,140.151405
-1069.344494,200,140.513524
-1025.006128,200,141.081815
-1022.050458,200,141.475241
-1033.647736,200,141.837878
-1431.776962,200,142.381185
-1092.518346,200,142.730692
-1068.924172,200,143.270066
-892.350722,200,143.630983
-1109.317876,200,144.015157
-947.549962,200,144.609942
-1089.771688,200,144.985253
-1126.094841,200,145.407965
-884.636382,200,145.943466
-987.86895,200,146.315377
-898.69515,200,146.885196
-1008.199359,200,147.279136
-1092.862624,200,147.662523
-1548.645161,200,148.210488
-1118.415697,200,148.60362
-1733.668358,200,149.154458
-1221.957816,200,149.518234
-1016.466986,200,149.901384
-1379.252462,200,150.457797
-1016.509287,200,150.815076
-1038.989983,200,151.374302
-1182.345875,200,151.716274
-950.360986,200,152.098079
-1106.837342,200,152.649343
-1138.875379,200,153.005443
-1021.093188,200,153.540503
-886.199449,200,153.909419
-1205.924838,200,154.281235
-1083.104483,200,154.818512
-930.300058,200,155.179663
-1688.083755,200,155.533869
-1657.991985,200,156.076741
-1004.177267,200,156.431365
-1128.253356,200,157.03384
-1301.577531,200,157.441447
-1228.573752,200,157.842128
-1079.510996,200,158.379411
-1007.406358,200,158.743512
-857.397048,200,159.309019
-996.282149,200,159.674052
-1182.307671,200,160.032768
-909.740184,200,160.570565
-987.457968,200,160.932443
-1069.755874,200,161.48473
-1014.88439,200,161.869404
-1110.161175,200,162.233231
-1112.066806,200,162.841715
-1189.321291,200,163.201956
-1615.658431,200,163.757097
-1086.648919,200,164.154457
-1235.254828,200,164.517948
-950.841919,200,165.139355
-1388.533829,200,165.515437
-1015.78466,200,165.892722
-1008.344401,200,166.439703
-893.68327,200,166.831814
-1023.819893,200,167.483066
-965.19533,200,167.858119
-1170.763863,200,168.306514
-1085.634627,200,168.856941
-1069.300346,200,169.372447
-890.527617,200,169.960513
-1027.528702,200,170.308009
-1098.862882,200,170.699243
-884.16824,200,171.312224
-1033.33471,200,171.670927
-1201.145207,200,172.223202
-1403.039622,200,172.672582
-1223.721314,200,173.073582
-903.737835,200,173.762059
-1082.035691,200,174.204305
-1306.892373,200,174.563629
-929.334072,200,175.115134
-885.578003,200,175.475108
-963.469381,200,176.023257
-975.570673,200,176.453083
-898.947937,200,176.806782
-965.357413,200,177.340894
-878.795649,200,177.697504
-874.776663,200,178.236336
-1255.82878,200,178.597208
-1289.167009,200,178.955606
-1281.15723,200,179.501972
-1276.502792,200,179.880678
-1156.865389,200,180.416157
-1408.872625,200,180.769248
-874.296561,200,181.125804
-964.523702,200,181.764745
-902.859354,200,182.14924
-926.194728,200,182.700412
-1010.821435,200,183.089804
-898.914224,200,183.471908
-1590.541675,200,184.01154
-1015.314817,200,184.370934
-1084.339182,200,184.71478
-872.248767,200,185.253129
-1419.892875,200,185.606246
-1006.648335,200,186.164386
-1084.976013,200,186.516042
-968.928292,200,186.867625
-981.169149,200,187.39735
-998.223446,200,187.750644
-1175.951672,200,188.293303
-1094.856778,200,188.650388
-989.920498,200,188.998091
-1113.976815,200,189.526152
-852.615431,200,189.882134
-1166.294869,200,190.424313
-1327.159093,200,190.8001
-1397.629735,200,191.151542
-928.425924,200,191.699368
-1352.172218,200,192.054018
-1026.685185,200,192.585566
-1015.831873,200,192.944546
-1005.289698,200,193.306581
-1330.870469,200,193.837895
-1014.870154,200,194.197582
-1539.83664,200,194.575223
-1113.442704,200,195.1396
-879.79062,200,195.502451
-1015.039949,200,196.058063
-1029.843092,200,196.416604
-1017.593578,200,196.777184
-1135.01149,200,197.334137
-964.821785,200,197.723354
-1234.076723,200,198.306609
-1196.734945,200,198.695551
-885.124278,200,199.065556
-872.180831,200,199.636023
-1002.365664,200,200.009776
-931.058751,200,200.579988
-967.538266,200,200.977295
-878.918975,200,201.365579
-1005.647099,200,201.949435
-909.914561,200,202.3306
-1093.574726,200,202.711823
-982.759577,200,203.257062
-1185.924659,200,203.641533
-994.138449,200,204.22475
-989.343497,200,204.581609
-1036.494441,200,204.947456
-1177.279645,200,205.495174
-883.086069,200,205.876599
-1134.59495,200,206.44805
-1207.692927,200,206.82441
-940.985516,200,207.279985
-1170.604177,200,207.821489
-970.447214,200,208.174167
-971.369018,200,208.730562
-1199.460253,200,209.086926
-984.027386,200,209.472624
-1076.386006,200,210.052905
-884.963069,200,210.408885
-1097.192892,200,210.962016
-1202.177188,200,211.418591
-1149.630782,200,211.793314
-1016.511931,200,212.33452
-1134.915213,200,212.726376
-1145.652341,200,213.096874
-999.623781,200,213.65892
-972.021274,200,214.03766
-1136.620002,200,214.598371
-1178.149609,200,214.972411
-1173.527991,200,215.357793
-888.517211,200,215.937557
-1193.00087,200,216.314564
-1006.462889,200,216.859315
-883.325071,200,217.226364
-1434.343989,200,217.618088
-1018.272912,200,218.201026
-1463.287372,200,218.585365
-983.155148,200,219.15777
-1010.702521,200,219.543025
-1165.097382,200,219.933175
-1006.796135,200,220.48174
-1005.786293,200,220.835517
-995.321556,200,221.374843
-978.915682,200,221.737313
-1020.446647,200,222.103411
-1401.625602,200,222.635633
-1577.119097,200,222.985384
-1017.23001,200,223.355042
-1115.175262,200,223.887532
-1152.638804,200,224.244399
-975.354686,200,224.778256
-1025.176251,200,225.138882
-1199.258654,200,225.497122
-868.150865,200,226.036174
-796.960059,200,226.384857
-1202.462787,200,226.924635
-913.115335,200,227.275153
-864.888415,200,227.633193
-877.939793,200,228.172821
-1004.18332,200,228.526505
-1005.245421,200,229.05499
-1271.65726,200,229.410933
-969.135373,200,229.763688
-1001.867818,200,230.29675
-1224.03051,200,230.656789
-1036.860285,200,231.014576
-1113.641424,200,231.558158
-882.50498,200,231.911446
-1106.557069,200,232.461296
-968.71947,200,232.811331
-1146.051902,200,233.192266
-986.921692,200,233.807277
-1073.577306,200,234.171129
-939.642924,200,234.7404
-1015.736684,200,235.146931
-1011.917913,200,235.52257
-984.316632,200,236.081962
-905.148881,200,236.475153
-1143.243443,200,237.056268
-890.354445,200,237.444951
-1078.705629,200,237.842933
-1476.963339,200,238.393859
-1226.130281,200,238.759017
-1115.27369,200,239.289585
-953.437959,200,239.632818
-986.809183,200,239.988137
-870.463821,200,240.532349
-1092.54574,200,240.874121
-960.645276,200,241.233703
-1029.543836,200,241.769463
-1006.002876,200,242.12616
-996.22251,200,242.675017
-952.913532,200,243.029539
-1310.959085,200,243.374937
-1440.955435,200,243.91219
-1165.078193,200,244.273976
-997.261504,200,244.807306
-1656.701489,200,245.168607
-971.793696,200,245.523838
-1057.039064,200,246.069486
-974.208454,200,246.417275
-1010.197652,200,246.951974
-1281.692199,200,247.313172
-962.15349,200,247.671875
-1059.897709,200,248.211117
-858.44723,200,248.572916
-1164.271047,200,249.108059
-1010.77724,200,249.452045
-1362.961659,200,249.813274
-1022.733537,200,250.350299
-1596.241707,200,250.718613
-892.968507,200,251.085542
-1170.322079,200,251.621251
-1200.50238,200,251.975367
-880.583332,200,252.520492
-1063.340195,200,252.876854
-1094.019909,200,253.244322
-908.154732,200,253.791047
-1088.195331,200,254.159357
-1288.717482,200,254.697037
-1011.593936,200,255.061111
-1603.394027,200,255.413725
-1292.731579,200,255.95708
-1006.611779,200,256.370906
-1043.308087,200,256.912528
-1403.604377,200,257.314165
-1115.926067,200,257.703828
-1094.380956,200,258.275934
-982.728813,200,258.663953
-1095.468106,200,259.04421
-1305.712743,200,259.63811
-1120.941521,200,260.02164
-1106.201573,200,260.577344
-865.625585,200,260.95547
-996.579983,200,261.327748
-882.518443,200,261.907554
-1008.356004,200,262.288768
-1040.1466,200,262.883335
-982.046306,200,263.270921
-1016.352465,200,263.689783
-896.569414,200,264.265579
-1154.017343,200,264.696855
-921.751733,200,265.306307
-1007.283982,200,265.73286
-1531.253727,200,266.113832
-1198.780398,200,266.665608
-886.845824,200,267.057353
-1288.167672,200,267.680275
-894.621715,200,268.031704
-966.865923,200,268.370779
-1091.966238,200,268.941303
-1036.404301,200,269.360415
-1021.350612,200,269.72112
-1018.245314,200,270.281463
-1010.930608,200,270.656832
-1008.171118,200,271.201166
-931.762714,200,271.579145
-1015.673533,200,271.917064
-1012.723172,200,272.491851
-924.750996,200,272.867326
-1025.286789,200,273.39979
-991.787248,200,273.784504
-965.303143,200,274.133142
-1061.910324,200,274.648646
-910.800715,200,274.993367
-1012.671226,200,275.522172
-981.187892,200,275.89261
-1166.293174,200,276.241175
-939.068327,200,276.817506
-924.59454,200,277.162
-996.282977,200,277.681997
-878.149264,200,278.033657
-1288.272989,200,278.376045
-956.782457,200,278.986822
-991.766575,200,279.376924
-974.805966,200,279.811504
-1421.606913,200,280.353462
-986.123412,200,280.742597
-875.044404,200,281.292628
-1151.68116,200,281.639898
-1114.197114,200,282.043827
-1096.740686,200,282.590987
-983.468558,200,283.004684
-795.386527,200,283.542963
-972.728032,200,283.948443
-1295.61671,200,284.352648
-748.343568,200,284.897613
-1067.175702,200,285.24738
-1199.079814,200,285.774281
-1048.859182,200,286.186862
-959.41997,200,286.541635
-872.45775,200,287.130585
-939.749139,200,287.472256
-968.122228,200,287.814234
-1082.952879,200,288.409147
-1357.629558,200,288.839405
-1195.695552,200,289.482062
-1441.744258,200,289.888168
-1322.364221,200,290.267924
-888.899694,200,290.820648
-1417.451282,200,291.173607
-879.938457,200,291.735715
-1106.368496,200,292.10698
-1164.827355,200,292.4792
-1114.288918,200,293.072937
-1013.701417,200,293.453902
-1075.331601,200,294.001859
-1005.24807,200,294.390696
-1037.988842,200,294.747823
-1012.032555,200,295.290583
-1271.721974,200,295.644213
-1008.978894,200,296.222661
-1052.525712,200,296.580115
-981.340966,200,296.941656
-1074.954766,200,297.514016
-1002.776768,200,297.872306
-996.643078,200,298.247666
-1087.769837,200,298.787955
-890.554528,200,299.147151
-1287.074151,200,299.680798
-1090.414551,200,300.028677
-1079.45584,200,300.370632
-869.36242,200,300.897213
-1142.496184,200,301.29961
-1379.595298,200,301.920489
-1086.362724,200,302.286355
-1022.382865,200,302.647127
-1572.924826,200,303.220665
-995.889133,200,303.612656
-869.214354,200,304.167531
-998.684339,200,304.536415
-1312.423109,200,304.91154
-1359.281399,200,305.459429
-989.762848,200,305.816794
-1005.627082,200,306.388608
-1181.072334,200,306.779142
-1004.986114,200,307.166515
-908.049826,200,307.706595
-1011.638244,200,308.134748
-986.494299,200,308.497357
-1102.821875,200,309.048394
-1000.048131,200,309.41028
-1016.659889,200,309.945986
-1133.317015,200,310.306772
-1035.691295,200,310.662921
-1086.069557,200,311.25612
-1012.82809,200,311.636473
-1009.525392,200,312.211892
-1176.765647,200,312.670277
-961.151173,200,313.04273
-962.085916,200,313.592566
-883.647324,200,313.950251
-1174.715681,200,314.5394
-1283.247056,200,314.904298
-1409.742179,200,315.279339
-1024.074905,200,315.831757
-1623.457054,200,316.188998
-1304.237372,200,316.567679
-1022.957964,200,317.125186
-858.609572,200,317.491505
-884.426503,200,318.042492
-1016.181687,200,318.408222
-1510.637335,200,318.763625
-992.653608,200,319.30741
-1365.356338,200,319.673291
-965.000263,200,320.24211
-1292.011427,200,320.619631
-1091.857762,200,320.987321
-967.846299,200,321.566093
-1458.011223,200,321.921415
-996.885078,200,322.496826
-1051.379036,200,322.864235
-1194.561132,200,323.27395
-958.934558,200,323.840744
-912.33042,200,324.22713
-1373.372294,200,324.783156
-880.768987,200,325.153057
-1205.644678,200,325.513177
-962.657823,200,326.047313
-1743.255905,200,326.414025
-911.470045,200,326.773092
-900.280063,200,327.313138
-894.000756,200,327.714138
-1331.732992,200,328.301937
-1042.99293,200,328.670996
-1010.386513,200,329.040447
-1165.844864,200,329.611858
-909.936999,200,330.007392
-1104.902682,200,330.561642
-1204.089917,200,330.921735
-1007.587627,200,331.292132
-1126.796691,200,331.841439
-1080.531544,200,332.195274
-1016.390916,200,332.821893
-1086.904783,200,333.199687
-1062.309542,200,333.559923
-1077.34768,200,334.100795
-1149.680289,200,334.445304
-1025.212412,200,334.976131
