# {"t_start": 1592783013.174473, "env_id": "Pendulum-v0"} 
r,l,t
-1033.305953,200,2.036363
-1046.315046,200,2.513526
-1027.256995,200,3.153596
-994.992496,200,3.554487
-1205.543965,200,3.901491
-1178.15915,200,4.440254
-1664.915515,200,4.79972
-1183.768428,200,5.3558
-1510.311659,200,5.769737
-847.911189,200,6.14445
-983.827208,200,6.800815
-1549.479609,200,7.16841
-1729.181705,200,7.710154
-976.432178,200,8.129788
-1446.650735,200,8.533929
-1090.967905,200,9.09122
-1637.566174,200,9.445012
-1088.470242,200,10.01085
-1752.564428,200,10.406966
-986.004387,200,10.805313
-906.831796,200,11.403689
-1191.887282,200,11.803877
-874.976258,200,12.169972
-1077.396153,200,12.75521
-987.837989,200,13.113627
-1670.594613,200,13.706772
-1037.777481,200,14.055998
-1037.523196,200,14.436923
-1781.576027,200,15.020169
-898.922809,200,15.438767
-973.979824,200,16.106933
-1023.328881,200,16.456241
-903.460591,200,16.826189
-1188.597359,200,17.387783
-1785.068311,200,17.769484
-1196.929678,200,18.340789
-997.095812,200,18.737986
-1532.603993,200,19.131628
-903.152565,200,19.728017
-1539.845393,200,20.084091
-1323.860095,200,20.676417
-1058.958369,200,21.070774
-1509.888518,200,21.451869
-1102.420313,200,22.061549
-962.50748,200,22.433253
-1166.799225,200,22.837428
-997.070624,200,23.426045
-1066.998304,200,23.795388
-1025.489701,200,24.384136
-1820.629661,200,24.76897
-1020.79966,200,25.17274
-990.191336,200,25.75132
-1127.083892,200,26.170734
-1077.371072,200,26.804834
-1451.109998,200,27.233398
-895.749094,200,27.652459
-1103.432966,200,28.239269
-1333.818072,200,28.700786
-1317.490315,200,29.267002
-1053.938681,200,29.715147
-1341.054415,200,30.175481
-1071.709076,200,30.7241
-1083.03347,200,31.098572
-1101.003373,200,31.530937
-1083.559132,200,32.221607
-1032.993705,200,32.616925
-1052.681973,200,33.150253
-1601.682284,200,33.496939
-1260.538027,200,33.843293
-1044.374415,200,34.384521
-1778.30515,200,34.734223
-841.486705,200,35.261217
-1497.933545,200,35.61517
-1385.403149,200,35.960989
-875.437478,200,36.49549
-858.582568,200,36.837355
-1028.313086,200,37.375969
-1136.703827,200,37.735398
-1118.764061,200,38.077959
-1204.964568,200,38.616161
-923.639221,200,39.000024
-1139.952638,200,39.575202
-1131.058327,200,39.943971
-1421.636015,200,40.340693
-1091.219086,200,40.890907
-1154.787978,200,41.252002
-1127.971216,200,41.602665
-1637.38066,200,42.217355
-1009.127928,200,42.595077
-1610.495003,200,43.171156
-1682.794675,200,43.527204
-1235.933105,200,43.888319
-1065.765274,200,44.441028
-1292.307129,200,44.798254
-1127.783941,200,45.348724
-1428.618731,200,45.721146
-1143.999229,200,46.080359
-1057.817687,200,46.639324
-1349.556535,200,46.995729
-1527.847855,200,47.600976
-1048.372374,200,47.970896
-1321.38703,200,48.395702
-1193.809198,200,49.001839
-1013.850896,200,49.427556
-1379.563108,200,50.010309
-1694.551586,200,50.371777
-1053.492383,200,50.73083
-1628.396884,200,51.299619
-880.792578,200,51.713449
-1804.413892,200,52.126721
