# {"t_start": 1592781312.599488, "env_id": "CartPole-v0"} 
r,l,t
54.0,54,1.647841
35.0,35,1.704312
21.0,21,1.737335
15.0,15,1.76419
17.0,17,1.792438
48.0,48,1.873861
20.0,20,1.907466
21.0,21,1.942615
13.0,13,1.966539
12.0,12,1.987305
25.0,25,2.028883
17.0,17,2.059801
26.0,26,2.100087
36.0,36,2.157863
51.0,51,2.237612
12.0,12,2.258366
23.0,23,2.294017
23.0,23,2.330373
19.0,19,2.36264
29.0,29,2.582579
10.0,10,2.598927
13.0,13,2.620368
14.0,14,2.643105
16.0,16,2.670593
35.0,35,2.726076
21.0,21,2.760915
21.0,21,2.795158
12.0,12,2.814617
29.0,29,2.862725
19.0,19,2.893286
30.0,30,2.941437
30.0,30,2.990532
36.0,36,3.050211
16.0,16,3.083476
46.0,46,3.165599
18.0,18,3.194858
49.0,49,3.275145
28.0,28,3.320342
18.0,18,3.350146
10.0,10,3.367431
29.0,29,3.414952
16.0,16,3.62394
64.0,64,3.731668
12.0,12,3.750691
30.0,30,3.801367
25.0,25,3.842391
30.0,30,3.892041
63.0,63,3.996703
24.0,24,4.036338
36.0,36,4.096779
60.0,60,4.205343
40.0,40,4.271856
46.0,46,4.34931
21.0,21,4.384897
16.0,16,4.412089
20.0,20,4.444152
57.0,57,4.711203
11.0,11,4.728331
27.0,27,4.772688
14.0,14,4.794614
17.0,17,4.821453
56.0,56,4.91195
72.0,72,5.026782
67.0,67,5.133877
31.0,31,5.183393
18.0,18,5.213492
17.0,17,5.244075
15.0,15,5.272838
38.0,38,5.338421
12.0,12,5.358882
48.0,48,5.437179
63.0,63,5.71328
57.0,57,5.805729
11.0,11,5.825151
29.0,29,5.872944
21.0,21,5.9082
17.0,17,5.936335
72.0,72,6.058233
38.0,38,6.122424
22.0,22,6.15882
20.0,20,6.192181
24.0,24,6.232115
121.0,121,6.43584
34.0,34,6.496741
97.0,97,6.839952
63.0,63,6.946985
81.0,81,7.085929
33.0,33,7.139327
33.0,33,7.192965
15.0,15,7.21716
43.0,43,7.294451
24.0,24,7.334184
59.0,59,7.428947
14.0,14,7.450916
86.0,86,7.763441
71.0,71,7.878655
30.0,30,7.926846
13.0,13,7.947485
59.0,59,8.040757
38.0,38,8.102328
49.0,49,8.183478
114.0,114,8.372979
81.0,81,8.50795
56.0,56,8.785738
139.0,139,9.021714
59.0,59,9.121423
64.0,64,9.2283
135.0,135,9.459897
67.0,67,9.569429
20.0,20,9.606195
165.0,165,10.065284
200.0,200,10.393425
200.0,200,10.887257
107.0,107,11.055099
107.0,107,11.240971
116.0,116,11.42986
49.0,49,11.509394
200.0,200,12.042176
200.0,200,12.38116
200.0,200,12.919736
175.0,175,13.203851
200.0,200,13.524712
200.0,200,14.034846
184.0,184,14.365781
200.0,200,14.71937
200.0,200,15.235873
200.0,200,15.566025
200.0,200,16.059801
200.0,200,16.377005
200.0,200,16.696172
200.0,200,17.199661
200.0,200,17.533824
167.0,167,17.813326
200.0,200,18.318979
200.0,200,18.640642
200.0,200,19.141652
200.0,200,19.475107
200.0,200,19.810879
196.0,196,20.301038
200.0,200,20.621182
200.0,200,21.112823
200.0,200,21.430582
200.0,200,21.759462
200.0,200,22.279234
200.0,200,22.615748
200.0,200,23.108267
200.0,200,23.434837
200.0,200,23.757669
200.0,200,24.259525
200.0,200,24.580382
200.0,200,24.905274
200.0,200,25.404593
200.0,200,25.748076
200.0,200,26.244594
200.0,200,26.573688
200.0,200,26.899688
200.0,200,27.393707
200.0,200,27.715716
200.0,200,28.208409
200.0,200,28.527627
200.0,200,28.845584
200.0,200,29.340315
200.0,200,29.660848
200.0,200,30.152606
200.0,200,30.474834
200.0,200,30.805369
200.0,200,31.326719
200.0,200,31.661332
200.0,200,31.997668
200.0,200,32.515015
191.0,191,32.821253
185.0,185,33.309758
200.0,200,33.649512
175.0,175,33.929681
200.0,200,34.425141
200.0,200,34.752172
200.0,200,35.238548
200.0,200,35.580466
200.0,200,35.900773
200.0,200,36.400951
200.0,200,36.727989
200.0,200,37.047823
200.0,200,37.547736
200.0,200,37.871575
200.0,200,38.368705
200.0,200,38.695708
200.0,200,39.01807
200.0,200,39.509342
200.0,200,39.826595
200.0,200,40.330281
200.0,200,40.663737
200.0,200,40.999169
200.0,200,41.512127
200.0,200,41.8331
200.0,200,42.342434
200.0,200,42.669826
