# {"t_start": 1592857265.4908335, "env_id": "CartPole-v0"} 
r,l,t
200.0,200,2.066217
200.0,200,2.385019
200.0,200,2.991493
200.0,200,3.311336
200.0,200,3.633012
200.0,200,4.121215
200.0,200,4.447116
200.0,200,4.931952
200.0,200,5.252434
200.0,200,5.572337
200.0,200,6.063701
200.0,200,6.384073
200.0,200,6.875644
200.0,200,7.196527
200.0,200,7.511576
200.0,200,8.00634
200.0,200,8.328796
200.0,200,8.809557
200.0,200,9.128526
200.0,200,9.450211
200.0,200,9.941241
200.0,200,10.266243
200.0,200,10.582717
200.0,200,11.067002
200.0,200,11.391579
200.0,200,11.886222
200.0,200,12.204919
200.0,200,12.52675
200.0,200,13.020347
200.0,200,13.342032
200.0,200,13.832526
200.0,200,14.154991
200.0,200,14.481667
200.0,200,14.974344
200.0,200,15.293102
200.0,200,15.785418
200.0,200,16.108353
200.0,200,16.429285
200.0,200,16.921917
200.0,200,17.23861
200.0,200,17.720576
200.0,200,18.042412
200.0,200,18.361866
200.0,200,18.84959
200.0,200,19.164621
200.0,200,19.485348
200.0,200,19.983068
200.0,200,20.29795
200.0,200,20.789617
200.0,200,21.113176
200.0,200,21.437238
200.0,200,21.927871
200.0,200,22.246019
200.0,200,22.742239
200.0,200,23.059636
200.0,200,23.37899
200.0,200,23.868747
200.0,200,24.192433
200.0,200,24.679347
200.0,200,25.00135
200.0,200,25.319653
200.0,200,25.811925
200.0,200,26.134482
200.0,200,26.454052
200.0,200,26.935055
200.0,200,27.252602
200.0,200,27.749117
200.0,200,28.063587
200.0,200,28.38871
200.0,200,28.87972
200.0,200,29.198897
200.0,200,29.687616
200.0,200,30.00356
200.0,200,30.322035
200.0,200,30.816278
200.0,200,31.138138
200.0,200,31.631083
200.0,200,31.955957
200.0,200,32.274008
200.0,200,32.761201
200.0,200,33.075568
200.0,200,33.564211
200.0,200,33.888399
200.0,200,34.207717
200.0,200,34.698859
200.0,200,35.012463
200.0,200,35.334217
200.0,200,35.829447
200.0,200,36.147827
200.0,200,36.636302
200.0,200,36.959732
200.0,200,37.281261
200.0,200,37.772511
200.0,200,38.089966
200.0,200,38.575758
200.0,200,38.894615
200.0,200,39.21518
200.0,200,39.707674
200.0,200,40.027844
200.0,200,40.521731
200.0,200,40.845309
200.0,200,41.166737
200.0,200,41.650749
200.0,200,41.968443
200.0,200,42.454493
200.0,200,42.773288
200.0,200,43.095758
200.0,200,43.589119
200.0,200,43.909456
200.0,200,44.229639
200.0,200,44.717097
200.0,200,45.035918
200.0,200,45.527004
200.0,200,45.845371
200.0,200,46.163817
200.0,200,46.655393
200.0,200,46.976636
200.0,200,47.46386
200.0,200,47.778759
200.0,200,48.096227
200.0,200,48.581529
200.0,200,48.903074
200.0,200,49.396135
200.0,200,49.721782
200.0,200,50.043796
200.0,200,50.536745
200.0,200,50.856371
200.0,200,51.177087
200.0,200,51.670154
200.0,200,51.987848
200.0,200,52.47311
200.0,200,52.784125
200.0,200,53.10601
200.0,200,55.144552
200.0,200,55.478226
200.0,200,55.989779
200.0,200,56.328832
200.0,200,56.66523
200.0,200,57.168618
200.0,200,57.504096
200.0,200,58.010069
200.0,200,58.348759
200.0,200,58.681921
200.0,200,59.184621
200.0,200,59.521986
200.0,200,60.032717
200.0,200,60.365937
200.0,200,60.702969
200.0,200,61.209373
200.0,200,61.542151
200.0,200,61.880968
200.0,200,62.388269
200.0,200,62.728358
200.0,200,63.23598
200.0,200,63.568975
200.0,200,63.905946
200.0,200,64.411411
200.0,200,64.749441
200.0,200,65.259285
200.0,200,65.595796
200.0,200,65.942006
200.0,200,66.453112
200.0,200,66.790236
200.0,200,67.29567
200.0,200,67.634253
200.0,200,67.969231
200.0,200,68.474749
200.0,200,68.807108
200.0,200,69.309267
200.0,200,69.645455
200.0,200,69.981621
200.0,200,70.492578
200.0,200,70.835391
200.0,200,71.172529
200.0,200,71.683873
200.0,200,72.020956
200.0,200,72.524777
200.0,200,72.86294
200.0,200,73.198951
200.0,200,73.705694
200.0,200,74.037706
200.0,200,74.541113
200.0,200,74.874744
200.0,200,75.209352
200.0,200,75.71382
200.0,200,76.051519
200.0,200,76.555702
200.0,200,76.889381
200.0,200,77.220185
200.0,200,77.721088
200.0,200,78.05506
200.0,200,78.385426
200.0,200,78.892902
200.0,200,79.228336
200.0,200,79.737481
200.0,200,80.075477
200.0,200,80.412272
200.0,200,80.920291
200.0,200,81.254663
200.0,200,81.765137
200.0,200,82.103294
200.0,200,82.440723
200.0,200,82.948025
200.0,200,83.282466
200.0,200,83.791526
200.0,200,84.132299
200.0,200,84.467924
200.0,200,84.976426
200.0,200,85.312557
200.0,200,85.819854
200.0,200,86.158261
200.0,200,86.494952
200.0,200,87.003958
200.0,200,87.33925
200.0,200,87.676303
200.0,200,88.186908
200.0,200,88.522653
200.0,200,89.022227
200.0,200,89.3543
200.0,200,89.686085
200.0,200,90.194089
200.0,200,90.53024
200.0,200,91.040306
200.0,200,91.372192
200.0,200,91.705492
200.0,200,92.219926
200.0,200,92.547662
200.0,200,93.05353
200.0,200,93.391644
200.0,200,93.720933
200.0,200,94.232023
200.0,200,94.572584
200.0,200,95.075724
200.0,200,95.419483
200.0,200,95.757057
200.0,200,96.261777
200.0,200,96.60146
200.0,200,96.936742
200.0,200,97.446738
200.0,200,97.782016
200.0,200,98.296158
200.0,200,98.634616
200.0,200,98.974014
200.0,200,99.479906
200.0,200,99.815481
200.0,200,100.320653
179.0,179,100.61961
200.0,200,100.956531
200.0,200,101.4593
200.0,200,101.792456
200.0,200,102.295429
200.0,200,102.634383
200.0,200,102.968044
200.0,200,103.478313
200.0,200,103.814468
200.0,200,104.150553
200.0,200,104.661697
200.0,200,104.996178
200.0,200,105.504628
200.0,200,105.841893
200.0,200,106.183123
200.0,200,106.692184
